fold,contamination,threshold,precision,recall,f1,predicted_positives
1,0.001,-0.09354095682116773,0.0,0.0,0.0,1
1,0.002,-0.08810334228341872,0.0,0.0,0.0,1
1,0.003,-0.0826657277456697,0.0,0.0,0.0,1
1,0.004,-0.0772281132079207,0.0,0.0,0.0,1
1,0.005,-0.07179049867017168,0.0,0.0,0.0,1
1,0.006,-0.06818127332081053,0.0,0.0,0.0,2
1,0.007,-0.06716638398199973,0.0,0.0,0.0,2
1,0.008,-0.06615149464318892,0.0,0.0,0.0,2
1,0.009000000000000001,-0.0651366053043781,0.0,0.0,0.0,2
1,0.010000000000000002,-0.0641217159655673,0.0,0.0,0.0,2
1,0.011,-0.0631068266267565,0.0,0.0,0.0,2
1,0.012,-0.061837702191497805,0.3333333333333333,0.08333333333333333,0.13333333333333333,3
1,0.013000000000000001,-0.0605153258103615,0.3333333333333333,0.08333333333333333,0.13333333333333333,3
1,0.014000000000000002,-0.059192949429225206,0.3333333333333333,0.08333333333333333,0.13333333333333333,3
1,0.015,-0.05787057304808891,0.3333333333333333,0.08333333333333333,0.13333333333333333,3
1,0.016,-0.056548196666952606,0.3333333333333333,0.08333333333333333,0.13333333333333333,3
1,0.017,-0.055055449621271214,0.5,0.16666666666666666,0.25,4
1,0.018000000000000002,-0.05302385582261001,0.5,0.16666666666666666,0.25,4
1,0.019000000000000003,-0.050992262023948805,0.5,0.16666666666666666,0.25,4
1,0.02,-0.04896066822528761,0.5,0.16666666666666666,0.25,4
1,0.021,-0.046929074426626395,0.5,0.16666666666666666,0.25,4
1,0.022000000000000002,-0.04489748062796519,0.5,0.16666666666666666,0.25,4
1,0.023,-0.04390804581131092,0.4,0.16666666666666666,0.23529411764705882,5
1,0.024,-0.043470866181703045,0.4,0.16666666666666666,0.23529411764705882,5
1,0.025,-0.04303368655209518,0.4,0.16666666666666666,0.23529411764705882,5
1,0.026000000000000002,-0.0425965069224873,0.4,0.16666666666666666,0.23529411764705882,5
1,0.027000000000000003,-0.04215932729287943,0.4,0.16666666666666666,0.23529411764705882,5
1,0.028,-0.04174208564514376,0.3333333333333333,0.16666666666666666,0.2222222222222222,6
1,0.029,-0.04160231424512951,0.3333333333333333,0.16666666666666666,0.2222222222222222,6
1,0.030000000000000002,-0.041462542845115254,0.3333333333333333,0.16666666666666666,0.2222222222222222,6
1,0.031,-0.041322771445101006,0.3333333333333333,0.16666666666666666,0.2222222222222222,6
1,0.032,-0.04118300004508675,0.3333333333333333,0.16666666666666666,0.2222222222222222,6
1,0.033,-0.0410432286450725,0.3333333333333333,0.16666666666666666,0.2222222222222222,6
1,0.034,-0.0398649146618257,0.2857142857142857,0.16666666666666666,0.21052631578947367,7
1,0.035,-0.037563525559501855,0.2857142857142857,0.16666666666666666,0.21052631578947367,7
1,0.036000000000000004,-0.035262136457178,0.2857142857142857,0.16666666666666666,0.21052631578947367,7
1,0.037000000000000005,-0.03296074735485415,0.2857142857142857,0.16666666666666666,0.21052631578947367,7
1,0.038,-0.030659358252530324,0.2857142857142857,0.16666666666666666,0.21052631578947367,7
1,0.039,-0.028357969150206476,0.2857142857142857,0.16666666666666666,0.21052631578947367,7
1,0.04,-0.02055443644477927,0.375,0.25,0.3,8
